hits_count,reads_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,reads_by_len,NI,NI_ratio,HFI,HFI_ratio,orf,label,predictions
0.060606060606060615,0.00794105295307907,0.3448275862068966,1.4285714285714286,0.017981201471189208,0.06369426751592358,1.32484076433121,3.2780734665386966,1.2928082191780823,0.2611464968152866,0.8414634146341464,YAL069W,non_ess,non_ess
0.015151515151515154,0.0021570648646584965,0.27586206896551724,1.6,0.013894564773191663,0.01968503937007874,0.4448818897637795,1.0115996406489458,0.303987366758784,0.5748031496062992,1.0136986301369864,YAL068W-A,non_ess,non_ess
0.02424242424242424,0.007502004352307869,0.03448275862068965,0.14285714285714285,0.012055578259092769,0.03524229074889868,1.7312775330396477,2.0152182619142973,8.727272727272727,0.4361233480176212,2.292929292929293,YAL067W-A,non_ess,non_ess
0.006060606060606061,0.0010117206887336313,0.0,0.0,0.017572537801389457,0.006493506493506494,0.17207792207792208,0.6628753412192903,2.5477707006369426,0.7824675324675324,1.153526970954357,YAL066W,non_ess,ess
0.21818181818181814,0.05637002252510213,0.5517241379310345,1.4545454545454546,0.09011033919084592,0.05243991260014567,2.1507647487254187,1.9683139471995268,1.28679308608827,0.12964311726147126,0.6797752808988764,YAL062W,non_ess,non_ess
0.21515151515151515,0.09827053029435344,0.0,0.0,0.08193706579485084,0.05666400638467677,4.10853950518755,1.7687063485445875,1.2728598387373475,0.09098164405426976,1.4035087719298245,YAL061W,non_ess,non_ess
0.1303030303030303,0.08435459855686635,0.0,0.0,0.07478545157335513,0.03745644599303136,3.8493031358885017,0.9617707669572526,0.9238707494501776,0.11062717770034844,1.1417322834645671,YAL060W,non_ess,non_ess
0.027272727272727268,0.001412591150307334,0.10344827586206896,0.6,0.040049039640375976,0.014106583072100312,0.11598746081504704,0.362215337326031,2.964980544747082,0.774294670846395,1.2914979757085019,YAL059W,non_ess,ess
0.045454545454545456,0.005478562974840607,0.03448275862068965,2.0,0.09930527176134042,0.009946949602122016,0.1903183023872679,0.2500482276344345,0.4836363636363637,0.16644562334217505,0.7569721115537851,YAL058W,non_ess,ess
0.015151515151515154,0.0013744130111098384,0.4482758620689655,1.0833333333333333,0.020433183489987745,0.014285714285714284,0.2057142857142857,0.3385331143951833,0.8205619412515963,1.0,0.9685714285714284,YAL056C-A,non_ess,ess
0.08787878787878788,0.004848623678081932,0.06896551724137931,0.25,0.1765427053534941,0.010976532929598793,0.09613928841786526,0.26171320249497937,0.5045672031317965,0.2149886449659349,0.4330985915492958,YAL056W,non_ess,ess
0.01212121212121212,0.0013744130111098384,0.13793103448275862,4.0,0.0335104209235799,0.007380073800738006,0.13284132841328414,0.16749964968004108,0.2721518987341772,0.4686346863468634,0.531496062992126,YAL055W,non_ess,ess
0.15151515151515152,0.029149009277287825,0.06896551724137931,1.0,0.14241928892521455,0.023353573096683792,0.7132181223727231,0.543079364434684,1.2855698396648851,0.08874357776739841,1.0736842105263158,YAL054C,non_ess,non_ess
0.11818181818181818,0.012808765700759743,0.0,0.0,0.15672251736820594,0.01658868566567418,0.28541046363249684,0.41236598934278257,1.0540540540540542,0.16035729476818375,0.986737400530504,YAL053W,non_ess,non_ess
0.042424242424242434,0.0014507692895048296,0.06896551724137931,0.6666666666666666,0.1319983653453208,0.007042253521126761,0.03822937625754527,0.14423578508085552,0.360233918128655,0.2761569416498994,0.4899817850637523,YAL048C,non_ess,ess
0.006060606060606061,0.0004199595311724506,0.03448275862068965,0.3333333333333333,0.0190028606456886,0.0060790273556231,0.0668693009118541,0.12180737649140315,0.24440298507462685,0.8267477203647416,0.8602941176470589,YAL047W-A,non_ess,ess
0.03636363636363636,0.0019279960294735238,0.2413793103448276,0.7777777777777778,0.031467102574581116,0.0234375,0.197265625,0.572021484375,0.8437499999999999,0.22265625,0.8421052631578947,YAL044C,non_ess,non_ess
0.030303030303030307,0.0006490283663574237,0.0,0.0,0.15713118103800575,0.0042426813746287645,0.014425116673737803,0.08618650526956045,0.2579322253399525,1.0,0.14722104369961814,YAL043C,ess,ess
0.030303030303030307,0.00408506089413202,0.0,0.0,0.02227217000408664,0.026525198938992044,0.5676392572944297,0.5935878214738786,0.8571428571428573,0.35543766578249336,1.1194029850746268,YAL042C-A,non_ess,non_ess
0.10909090909090907,0.007921963883480319,0.2413793103448276,0.7777777777777778,0.0815284021250511,0.028869286287089013,0.3327987169206095,0.6683867368641261,1.0360248447204972,0.35445068163592625,0.8190045248868778,YAL042W,non_ess,non_ess
0.027272727272727268,0.000553583018363685,0.0,0.0,0.17123007764609727,0.003510140405616225,0.011310452418096724,0.08880655226209049,0.42730434782608695,0.4122464898595944,0.8164616840113529,YAL041W,ess,ess
0.03939393939393939,0.0014507692895048296,0.20689655172413796,0.75,0.05169595422966899,0.016069221260815822,0.09394313967861558,0.4221260815822002,0.2704741379310345,0.2088998763906057,0.3550295857988165,YAL039C,non_ess,non_ess
0.01818181818181818,0.0008017409231474059,0.0,1.0,0.09889660809154067,0.0039946737683089215,0.02796271637816245,0.11050155348424323,0.2533333333333333,0.5279627163781625,0.3001261034047919,YAL038W,ess,ess
0.0030303030303030303,0.0005726720879624327,0.03448275862068965,2.0,0.002860645688598284,0.010869565217391304,0.32608695652173914,0.3102484472049689,0.6,1.0,0.5869565217391305,YAL037C-A,non_ess,ess
0.054545454545454536,0.003626923223762074,0.06896551724137931,4.0,0.07212913771965672,0.016230838593327322,0.17132551848512173,0.4738333021419943,1.1573982125124131,0.22633002705139765,1.3505976095617531,YAL036C,non_ess,non_ess
0.021212121212121213,0.0014889474287023252,0.0,0.0,0.05578259092766653,0.00805523590333717,0.08975834292289989,0.2486209584617098,0.7858064516129032,0.5615650172612198,0.639344262295082,YAL034W-A,ess,ess
0.0,0.0,0.03448275862068965,0.3333333333333333,0.032080098079280764,0.0,0.0,0.0,0.0,1.0,0.3320537428023033,YAL033W,ess,ess
0.03636363636363636,0.0008780972015423969,0.0,0.0,0.0741724560686555,0.010535557506584723,0.04038630377524144,0.520645237377642,0.7164179104477609,1.0,0.15364354697102722,YAL032C,ess,ess
0.0030303030303030303,1.908906959874776e-05,0.06896551724137931,0.6666666666666666,0.017572537801389457,0.003246753246753247,0.003246753246753247,0.1373517786561265,1.0724637681159421,0.9058441558441559,0.5878136200716845,YAL031W-A,non_ess,ess
0.05151515151515152,0.0058603443668155605,0.0,0.0,0.05006129955046997,0.021656050955414008,0.3910828025477707,1.1287556315053595,2.197560975609756,0.19363057324840768,1.3157894736842104,YAL027W,non_ess,non_ess
0.045454545454545456,0.0011644332455236133,0.03448275862068965,1.0,0.15181855333060892,0.0065818341377797285,0.02676612549363756,0.3209541665004587,0.6686217008797654,0.6941641070645019,0.2199747155499368,YAL023C,non_ess,ess
0.03939393939393939,0.0017561944030847938,0.03448275862068965,0.16666666666666666,0.06477319166326115,0.012987012987012988,0.0919080919080919,0.5374947633012149,0.6671554252199413,0.17682317682317686,0.8305084745762711,YAL020C,non_ess,ess
0.021212121212121213,0.001584392776696064,0.03448275862068965,0.3333333333333333,0.035349407437678795,0.012302284710017573,0.14586994727592267,0.5201559753954306,0.6225961538461539,0.8980667838312829,0.7690802348336595,YAL019W-A,non_ess,ess
0.12424242424242425,0.008361012484251518,0.03448275862068965,2.0,0.2738046587658357,0.010073710073710074,0.10761670761670762,0.4209467649467649,1.104964539007092,0.11547911547911548,1.5042553191489365,YAL017W,non_ess,ess
0.0,0.0,0.13793103448275862,1.0,0.009194932570494484,0.0,0.0,0.0,0.0,1.0,0.5891891891891892,YAL016C-B,non_ess,ess
0.1,0.011720688733631123,0.06896551724137931,2.0,0.12791172864732325,0.01711618257261411,0.3184647302904564,0.5903632463605036,1.2817796610169494,0.3454356846473029,0.9954954954954957,YAL005C,non_ess,non_ess
0.042424242424242434,0.005688542740426832,0.0,1.0,0.0406620351450756,0.021638330757341576,0.4605873261205564,0.7355083058328807,1.2864864864864862,1.0,1.0,YAL004W,non_ess,non_ess
0.0,0.0,0.0,0.0,0.06375153248876175,0.0,0.0,0.0,0.0,1.0,0.4574036511156186,YAL003W,ess,ess
0.060606060606060615,0.006872065055549193,0.10344827586206896,1.5,0.1068655496526359,0.012353304508956144,0.22235948116121065,1.1055425680799993,0.4695051783659378,0.1982705373687461,0.5202492211838007,YAR002W,non_ess,ess
